1996.731323	2885.476318	12179.345703	9214.642578	8599.300781	6507.433594	6666.517090	2384.576416	5492.208496	8054.550781	4340.780762	3585.338867
3701.513672	7646.245605	19908.771484	22467.660156	18748.609375	17657.681641	12289.386719	4002.803467	12749.645508	19693.746094	9935.803711	8445.204102
3850.499023	7656.912598	15834.545898	24087.132812	16894.937500	19780.052734	9428.390625	3200.388672	11517.527344	21715.613281	7902.386230	7859.649902
4871.672852	8012.630371	18615.054688	18623.785156	14247.696289	17565.226562	8198.643555	3294.264893	7136.314453	17022.046875	6308.012695	5131.521484
3919.836182	9532.708008	22772.431641	19257.017578	14674.278320	16139.127930	10638.414062	5815.006348	8407.326172	17979.208984	7944.050781	5055.381348
1713.169312	11854.526367	25457.439453	19994.494141	21686.294922	14697.316406	12201.593750	7742.301270	10750.894531	23672.775391	8873.739258	6236.725098
1190.408813	10572.830078	30911.031250	18714.425781	33021.613281	14550.387695	14121.348633	6859.076660	11296.301758	33722.593750	15461.578125	7439.600098
4359.431152	11675.499023	37751.921875	19152.880859	38882.230469	14373.372070	12695.731445	7073.837402	11795.279297	37106.492188	17261.337891	7709.442383
5095.760742	13366.371094	37558.738281	17080.140625	46100.789062	19942.814453	9455.402344	8281.084961	11770.438477	30470.427734	10565.707031	6021.585938
1839.355469	8241.859375	34280.132812	17899.562500	56508.070312	26251.533203	9867.728516	7146.920898	16247.081055	33091.628906	10816.410156	6008.869629
2029.981323	5637.085938	32594.605469	20766.283203	51392.382812	23027.193359	9659.776367	4217.050781	15575.453125	31428.458984	12368.944336	7253.437988
2534.244629	5331.973633	33388.781250	25844.156250	45155.351562	19291.382812	10627.711914	3781.959961	12589.512695	25972.939453	10383.144531	7340.306641
2538.428711	6845.563477	36712.679688	32500.144531	49651.390625	15620.048828	11368.984375	4480.159668	12291.669922	31871.619141	14743.854492	7513.927246
2793.910645	8021.151367	38260.125000	39776.375000	56319.222656	14108.929688	12323.165039	3453.232666	8980.677734	39803.105469	19636.207031	7316.530762
3893.917236	8281.848633	36314.316406	37109.281250	56419.855469	15234.462891	11776.624023	4274.301758	7772.816406	41213.285156	17990.457031	6340.139160
4693.973145	9021.790039	27161.755859	30687.572266	52516.191406	15927.955078	9242.717773	8258.471680	6886.243652	28390.648438	11555.003906	4281.483887
4419.873535	10087.275391	35830.503906	26364.257812	46760.273438	20304.787109	7819.152344	9377.179688	7597.911621	19580.878906	10729.900391	3296.419189
