27479.765625	17765.832031	13534.074219	22874.951172	24190.753906	4586.557129	9684.958008	14804.338867	18888.285156	9589.078125	6174.753418	12016.240234
27920.005859	18207.291016	13941.721680	23277.048828	24197.619141	4591.343262	9687.827148	14809.233398	18893.021484	9590.335938	6180.121094	12036.228516
447.633545	447.156036	412.931458	407.009827	8.094969	5.033587	3.492705	5.823745	5.916376	2.167064	9.530330	40.111279
13.958640	17.189793	11.680718	7.100338	3.920702	0.510004	0.957802	2.235518	2.477246	2.034644	10.555696	38.588070
6.763104	11.666083	6.574914	2.361135	2.890149	0.621680	0.611688	2.271566	3.430006	2.280369	10.773074	35.126579
12.405426	5.094419	3.623670	2.723777	5.564669	0.827181	0.945223	2.068657	3.616781	2.202128	9.506730	36.106258
19.587433	16.804462	11.623798	9.416050	9.358820	0.887555	1.132151	1.893816	2.552100	2.098954	10.968654	39.594971
16.038706	14.742085	11.105252	9.376447	7.050986	0.689223	0.970544	1.898933	2.650252	2.146977	11.245152	34.867027
37.491703	24.661154	9.136699	9.978790	11.064733	0.839002	1.235926	2.364755	2.943855	2.282622	11.582598	34.237106
69.045486	51.627968	10.386683	13.780946	13.533915	1.003489	1.303787	2.734660	3.048246	2.540565	12.371637	35.733082
78.392792	49.086292	14.274630	16.469690	10.762811	0.937260	0.976799	2.717384	3.381734	2.622009	11.106812	30.679459
96.677666	36.529663	15.403469	12.652185	11.729133	0.811758	1.136161	2.053861	3.716183	2.724619	10.445292	35.519108
106.651718	52.788025	17.896927	6.413637	13.072020	0.756538	1.347089	1.347105	3.890362	2.271472	11.421459	41.326973
109.648117	79.111252	31.653847	10.720560	15.708256	1.019904	1.083600	1.322625	3.362942	2.302093	10.879952	38.911037
115.938843	99.376564	39.353535	16.693554	18.157978	1.449375	0.956708	2.032365	3.108658	3.442698	9.960600	32.308941
145.636337	180.931854	55.617188	28.433897	19.355419	1.830798	1.178309	2.555047	3.367947	3.537124	9.578814	31.994879
177.496964	277.571533	96.017555	40.808495	24.849096	2.482256	1.121174	2.041286	3.385574	2.454232	9.770906	34.357262
190.511948	447.810638	94.482063	47.535358	33.618034	3.935384	1.144862	2.448632	3.907311	2.497313	11.425045	31.322699
309.682953	764.390137	112.901733	65.131081	37.785660	4.696275	1.341975	2.802053	5.205127	3.135395	12.600373	30.575823
639.912109	906.059021	171.132858	117.677528	53.223869	6.592332	1.340079	2.317430	7.611825	2.677459	11.225035	37.195831
600.338013	1630.527588	372.199219	177.510132	92.880417	11.937791	1.230040	1.957779	10.815178	2.827608	12.211900	39.138382
650.795044	3547.395264	592.651550	271.753815	124.953873	18.090866	1.067807	1.863675	16.038462	2.748457	11.875205	35.018890
1429.004272	5726.996094	805.974792	363.826874	180.424744	28.118645	0.989974	2.422646	26.532846	2.813250	8.542722	39.349377
2272.892334	8179.187500	1151.179932	524.930969	338.715088	43.018555	0.957898	4.518504	41.879063	2.932842	8.455783	44.817738
2816.858398	12351.982422	1827.494629	797.550415	555.716980	60.145821	0.992596	5.380736	60.043022	2.192671	9.734018	52.306793
